시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
경남,김해시,주차장,4,0,4,0,3,1
경남,김해시,기타,30,0,39,8,31,0
경남,김해시,불명,1,0,1,0,1,0
경남,밀양시,터널안,2,0,5,1,4,0
경남,밀양시,교량위,3,0,10,3,5,2
경남,밀양시,기타단일로,191,17,265,118,140,7
경남,밀양시,교차로내,156,5,206,83,122,1
경남,밀양시,교차로횡단보도내,10,0,10,8,2,0
경남,밀양시,교차로부근,31,2,36,12,20,4
경남,밀양시,주차장,4,0,7,1,6,0
경남,밀양시,기타,4,0,5,1,2,2
경남,거제시,터널안,9,0,18,7,11,0
경남,거제시,교량위,1,0,1,0,1,0
경남,거제시,고가도로위,4,0,7,1,6,0
경남,거제시,지하차도(도로)내,2,0,2,0,2,0
경남,거제시,기타단일로,456,17,680,224,439,17
경남,거제시,교차로내,293,2,378,141,232,5
경남,거제시,교차로횡단보도내,30,0,31,20,11,0
경남,거제시,교차로부근,100,1,149,45,101,3
경남,거제시,주차장,12,0,15,7,8,0
경남,거제시,기타,101,1,140,46,92,2
경남,거제시,불명,2,0,2,1,1,0
경남,의령군,터널안,1,0,2,0,2,0
경남,의령군,교량위,2,0,3,2,1,0
경남,의령군,기타단일로,76,4,99,51,47,1
경남,의령군,교차로내,42,1,74,31,37,6
경남,의령군,교차로부근,9,0,14,11,3,0
경남,의령군,주차장,1,0,1,0,1,0
경남,의령군,기타,1,0,1,1,0,0
경남,함안군,터널안,4,0,8,2,6,0
경남,함안군,교량위,1,0,1,0,1,0
경남,함안군,기타단일로,133,13,221,81,134,6
경남,함안군,교차로내,95,2,132,55,73,4
경남,함안군,교차로횡단보도내,4,0,4,3,1,0
경남,함안군,교차로부근,40,2,45,14,30,1
경남,함안군,기타,1,0,1,1,0,0
경남,창녕군,교량위,2,0,2,2,0,0
경남,창녕군,기타단일로,171,9,241,92,129,20
경남,창녕군,교차로내,144,8,207,78,119,10
경남,창녕군,교차로횡단보도내,6,1,7,4,2,1
경남,창녕군,교차로부근,50,1,66,30,31,5
경남,창녕군,주차장,3,0,3,2,1,0
경남,창녕군,기타,1,0,1,0,1,0
경남,양산시,터널안,3,0,6,4,1,1
경남,양산시,교량위,6,0,8,3,4,1
경남,양산시,지하차도(도로)내,2,0,2,1,0,1
경남,양산시,기타단일로,434,10,606,169,361,76
경남,양산시,교차로내,393,2,605,174,353,78
경남,양산시,교차로횡단보도내,48,2,50,20,30,0
경남,양산시,교차로부근,132,4,183,40,120,23
경남,양산시,주차장,7,0,7,3,3,1
경남,양산시,기타,17,0,21,5,12,4
경남,고성군,터널안,1,0,2,2,0,0
경남,고성군,교량위,2,0,2,1,1,0
경남,고성군,지하차도(도로)내,1,0,4,1,3,0
경남,고성군,기타단일로,140,6,213,90,120,3
경남,고성군,교차로내,76,2,101,51,50,0
경남,고성군,교차로횡단보도내,3,0,3,2,1,0
경남,고성군,교차로부근,18,1,38,22,16,0
경남,고성군,기타,1,0,1,0,1,0
경남,사천시,터널안,1,0,1,0,1,0
경남,사천시,교량위,4,0,8,3,5,0
경남,사천시,기타단일로,286,12,445,181,226,38
경남,사천시,교차로내,291,3,491,171,249,71
경남,사천시,교차로횡단보도내,9,0,10,5,4,1
경남,사천시,교차로부근,65,0,105,35,60,10
경남,사천시,주차장,2,0,2,0,0,2
경남,사천시,기타,5,0,6,2,3,1
경남,남해군,터널안,2,0,4,4,0,0
경남,남해군,교량위,4,0,8,1,6,1
경남,남해군,기타단일로,117,1,175,103,60,12
경남,남해군,교차로내,39,1,59,33,22,4
경남,남해군,교차로횡단보도내,2,0,2,1,1,0
경남,남해군,교차로부근,21,1,26,20,5,1
경남,남해군,주차장,2,0,5,2,3,0
경남,남해군,기타,1,0,1,1,0,0
경남,하동군,교량위,1,0,1,0,1,0
경남,하동군,기타단일로,87,9,121,58,57,6
경남,하동군,교차로내,41,0,60,23,35,2
경남,하동군,교차로횡단보도내,1,0,2,2,0,0
경남,하동군,교차로부근,5,0,6,1,4,1
경남,하동군,주차장,1,0,1,0,1,0
경남,하동군,기타,30,6,34,12,21,1
경남,산청군,교량위,1,0,3,1,0,2
경남,산청군,지하차도(도로)내,1,0,1,1,0,0
경남,산청군,기타단일로,98,4,162,67,71,24
경남,산청군,교차로내,52,0,112,47,57,8
경남,산청군,교차로횡단보도내,1,0,1,0,1,0
경남,산청군,교차로부근,7,1,12,6,3,3
경남,산청군,주차장,3,0,5,2,3,0
경남,산청군,기타,1,0,1,1,0,0
경남,함양군,기타단일로,91,2,148,58,67,23
경남,함양군,교차로내,74,3,112,36,60,16
경남,함양군,교차로횡단보도내,2,0,3,2,1,0
경남,함양군,교차로부근,13,2,14,5,9,0
경남,거창군,교량위,3,0,6,1,4,1
경남,거창군,기타단일로,112,10,139,74,60,5
경남,거창군,교차로내,112,4,168,81,83,4
경남,거창군,교차로횡단보도내,3,0,3,3,0,0
경남,거창군,교차로부근,23,1,26,14,8,4
경남,거창군,주차장,2,0,2,0,2,0
경남,거창군,기타,1,0,1,1,0,0
경남,합천군,교량위,2,0,2,2,0,0
경남,합천군,기타단일로,112,9,129,62,56,11
경남,합천군,교차로내,58,2,80,32,42,6
경남,합천군,교차로횡단보도내,2,0,2,1,1,0
경남,합천군,교차로부근,11,1,18,3,12,3
경남,합천군,기타,6,0,6,4,2,0
경남,창원시(통합),터널안,13,0,24,7,17,0
경남,창원시(통합),교량위,9,4,12,1,11,0
경남,창원시(통합),고가도로위,6,0,19,1,18,0
경남,창원시(통합),지하차도(도로)내,3,0,4,0,4,0
경남,창원시(통합),기타단일로,1238,42,1705,568,1080,57
경남,창원시(통합),교차로내,933,11,1314,437,848,29
경남,창원시(통합),교차로횡단보도내,109,6,108,55,49,4
경남,창원시(통합),교차로부근,411,8,605,183,412,10
경남,창원시(통합),주차장,8,0,8,5,3,0
경남,창원시(통합),기타,85,1,125,34,79,12
제주,제주시,교량위,2,0,3,2,1,0
제주,제주시,고가도로위,2,0,2,1,1,0
제주,제주시,지하차도(도로)내,1,0,3,0,2,1
제주,제주시,기타단일로,1432,33,2053,463,1327,263
제주,제주시,교차로내,956,7,1575,291,1095,189
제주,제주시,교차로횡단보도내,106,1,121,55,62,4
제주,제주시,교차로부근,356,5,552,100,392,60
제주,제주시,주차장,27,0,27,9,15,3
제주,제주시,기타,145,3,189,48,120,21
제주,제주시,불명,4,0,4,1,3,0
제주,서귀포시,기타단일로,600,23,845,240,524,81
제주,서귀포시,교차로내,506,4,865,202,573,90
제주,서귀포시,교차로횡단보도내,15,0,19,9,9,1
제주,서귀포시,교차로부근,182,2,290,73,191,26
제주,서귀포시,주차장,23,0,32,6,20,6
제주,서귀포시,기타,21,2,22,8,11,3
대구,중구,터널안,1,0,1,0,1,0
대구,중구,교량위,1,0,1,0,0,1
대구,중구,고가도로위,1,0,1,0,0,1
대구,중구,지하차도(도로)내,2,0,3,0,2,1
대구,중구,기타단일로,594,2,796,169,515,112
대구,중구,교차로내,207,1,312,75,205,32
대구,중구,교차로횡단보도내,19,1,19,9,7,3
대구,중구,교차로부근,166,2,283,42,211,30
대구,중구,주차장,1,0,1,1,0,0
대구,중구,기타,15,0,18,5,6,7
대구,동구,교량위,10,0,18,2,16,0
대구,동구,고가도로위,1,0,1,0,1,0
대구,동구,지하차도(도로)내,4,0,11,5,5,1
대구,동구,기타단일로,844,14,1215,306,828,81
대구,동구,교차로내,367,2,572,133,397,42
대구,동구,교차로횡단보도내,59,2,63,34,26,3
대구,동구,교차로부근,221,3,343,82,226,35
대구,동구,주차장,8,0,8,1,7,0
대구,동구,기타,108,1,145,35,104,6
대구,동구,불명,1,0,1,0,1,0
대구,서구,터널안,1,0,1,0,1,0
대구,서구,교량위,3,0,3,1,2,0
대구,서구,고가도로위,2,0,2,0,2,0
대구,서구,지하차도(도로)내,7,0,7,4,3,0
대구,서구,기타단일로,727,7,1052,244,717,91
대구,서구,교차로내,294,3,430,113,278,39
대구,서구,교차로횡단보도내,43,0,46,18,24,4
대구,서구,교차로부근,196,3,291,64,197,30
대구,서구,주차장,3,0,4,1,3,0
대구,서구,기타,26,1,31,8,19,4
대구,남구,터널안,5,0,10,2,6,2
대구,남구,교량위,5,0,10,2,6,2
대구,남구,고가도로위,6,0,12,4,8,0
대구,남구,지하차도(도로)내,3,0,5,2,3,0
대구,남구,기타단일로,430,7,596,145,411,40
대구,남구,교차로내,181,1,261,52,187,22
대구,남구,교차로횡단보도내,28,0,28,13,13,2
대구,남구,교차로부근,104,0,171,39,126,6
대구,남구,주차장,3,0,3,1,1,1
대구,남구,기타,75,2,107,32,64,11
대구,북구,터널안,7,0,13,6,7,0
대구,북구,교량위,16,2,29,6,22,1
대구,북구,고가도로위,7,1,14,1,10,3
대구,북구,지하차도(도로)내,10,0,21,6,11,4
대구,북구,기타단일로,1210,13,1680,436,1119,125
대구,북구,교차로내,557,4,835,221,535,79
대구,북구,교차로횡단보도내,102,4,119,43,65,11
대구,북구,교차로부근,237,1,346,79,242,25
대구,북구,주차장,4,0,4,1,3,0
대구,북구,기타,63,0,77,18,51,8
대구,북구,불명,2,0,2,1,1,0
대구,수성구,터널안,3,0,4,0,2,2
대구,수성구,교량위,6,1,8,2,4,2
대구,수성구,고가도로위,3,0,3,1,1,1
대구,수성구,지하차도(도로)내,2,0,6,1,5,0
대구,수성구,기타단일로,1010,16,1411,338,935,138
대구,수성구,교차로내,463,1,727,198,441,88
대구,수성구,교차로횡단보도내,89,0,99,50,45,4
대구,수성구,교차로부근,363,3,531,117,367,47
대구,수성구,주차장,8,0,10,0,10,0
대구,수성구,기타,40,0,44,4,35,5
대구,달서구,터널안,3,0,7,0,7,0
대구,달서구,교량위,1,0,2,0,2,0
대구,달서구,고가도로위,6,0,11,2,9,0
대구,달서구,지하차도(도로)내,1,0,1,1,0,0
대구,달서구,기타단일로,1596,7,2255,427,1647,181
대구,달서구,교차로내,832,7,1299,260,972,67
대구,달서구,교차로횡단보도내,127,2,137,56,70,11
대구,달서구,교차로부근,437,2,618,120,452,46
대구,달서구,주차장,16,0,25,2,21,2
대구,달서구,기타,104,2,134,38,89,7
대구,달성군,터널안,4,0,9,4,5,0
대구,달성군,교량위,3,0,5,0,4,1
대구,달성군,고가도로위,1,0,1,0,1,0
대구,달성군,지하차도(도로)내,1,0,1,0,0,1
대구,달성군,기타단일로,336,14,429,130,273,26
대구,달성군,교차로내,308,12,473,139,315,19
대구,달성군,교차로횡단보도내,24,1,24,12,10,2
대구,달성군,교차로부근,160,1,214,54,151,9
대구,달성군,주차장,8,0,10,3,7,0
대구,달성군,기타,28,2,33,8,20,5
인천,중구,교량위,1,0,5,3,2,0
인천,중구,지하차도(도로)내,1,0,2,0,2,0
인천,중구,기타단일로,187,4,295,64,208,23
인천,중구,교차로내,138,4,254,74,164,16
인천,중구,교차로횡단보도내,14,0,18,9,8,1
인천,중구,교차로부근,62,0,87,20,66,1
인천,중구,주차장,4,0,4,1,2,1
인천,중구,기타,15,0,22,5,17,0
인천,동구,터널안,3,0,5,2,3,0
인천,동구,고가도로위,1,0,1,1,0,0
인천,동구,기타단일로,51,0,83,26,54,3
인천,동구,교차로내,40,0,58,15,38,5
인천,동구,교차로횡단보도내,10,0,10,5,3,2
인천,동구,교차로부근,24,1,37,6,31,0
인천,동구,기타,4,0,5,2,1,2
인천,남구,교량위,12,0,23,3,13,7
인천,남구,고가도로위,5,0,8,2,5,1
인천,남구,지하차도(도로)내,1,0,1,1,0,0
인천,남구,기타단일로,404,7,599,135,427,37
인천,남구,교차로내,252,2,388,93,276,19
인천,남구,교차로횡단보도내,49,0,55,26,28,1
인천,남구,교차로부근,210,4,321,52,250,19
인천,남구,주차장,6,0,6,1,5,0
인천,남구,기타,153,2,188,18,138,32
인천,남구,불명,2,0,2,0,2,0
인천,부평구,터널안,3,0,4,1,3,0
인천,부평구,교량위,18,0,51,14,30,7
인천,부평구,고가도로위,6,0,7,1,6,0
인천,부평구,지하차도(도로)내,1,0,1,0,1,0
인천,부평구,기타단일로,672,9,915,230,653,32
인천,부평구,교차로내,273,2,384,117,258,9
인천,부평구,교차로횡단보도내,52,1,53,22,29,2
인천,부평구,교차로부근,195,0,285,59,225,1
인천,부평구,주차장,3,0,4,0,4,0
인천,부평구,기타,52,0,63,17,44,2
인천,부평구,불명,1,0,1,0,1,0
인천,남동구,터널안,3,0,3,0,3,0
인천,남동구,교량위,11,0,16,4,12,0
인천,남동구,고가도로위,6,0,17,6,10,1
인천,남동구,지하차도(도로)내,6,0,17,3,12,2
인천,남동구,기타단일로,746,11,1131,264,825,42
인천,남동구,교차로내,426,6,697,175,502,20
인천,남동구,교차로횡단보도내,53,2,55,24,28,3
인천,남동구,교차로부근,263,2,401,62,328,11
인천,남동구,주차장,14,0,17,0,16,1
인천,남동구,기타,112,0,143,22,114,7
인천,남동구,불명,1,0,3,0,3,0
인천,서구,터널안,1,0,2,0,2,0
인천,서구,교량위,14,1,24,9,11,4
인천,서구,고가도로위,15,1,35,12,23,0
인천,서구,지하차도(도로)내,3,0,7,2,5,0
인천,서구,기타단일로,634,6,831,184,599,48
인천,서구,교차로내,417,5,682,211,445,26
인천,서구,교차로횡단보도내,29,3,30,12,16,2
인천,서구,교차로부근,312,5,445,70,359,16
인천,서구,주차장,7,0,9,0,9,0
인천,서구,기타,74,0,94,16,74,4
인천,연수구,터널안,3,0,6,1,5,0
인천,연수구,교량위,7,0,10,1,7,2
인천,연수구,고가도로위,1,0,8,3,2,3
인천,연수구,지하차도(도로)내,2,0,2,0,2,0
인천,연수구,기타단일로,264,2,375,107,255,13
인천,연수구,교차로내,152,2,230,95,127,8
인천,연수구,교차로횡단보도내,36,0,40,22,15,3
인천,연수구,교차로부근,113,0,180,49,126,5
인천,연수구,주차장,1,0,1,0,1,0
인천,연수구,기타,12,0,15,9,6,0
인천,연수구,불명,1,0,1,0,1,0
인천,계양구,교량위,14,0,34,16,16,2
인천,계양구,고가도로위,3,0,3,0,2,1
인천,계양구,기타단일로,379,3,499,143,329,27
인천,계양구,교차로내,195,2,272,87,175,10
인천,계양구,교차로횡단보도내,30,1,31,12,17,2
인천,계양구,교차로부근,142,1,196,36,159,1
인천,계양구,주차장,4,0,7,5,2,0
인천,계양구,기타,40,0,50,13,34,3
인천,강화군,교량위,2,0,11,11,0,0
인천,강화군,기타단일로,116,8,161,70,88,3
인천,강화군,교차로내,59,3,99,31,67,1
인천,강화군,교차로횡단보도내,4,0,4,3,1,0
인천,강화군,교차로부근,20,0,29,5,24,0
인천,강화군,주차장,2,0,2,0,2,0
인천,강화군,기타,7,0,9,1,8,0
인천,옹진군,교량위,1,1,0,0,0,0
인천,옹진군,기타단일로,23,3,51,9,31,11
인천,옹진군,교차로내,6,0,16,5,9,2
인천,옹진군,교차로부근,4,1,6,2,3,1
인천,옹진군,기타,4,0,5,1,4,0
광주,동구,터널안,5,0,7,0,7,0
광주,동구,교량위,3,0,11,0,10,1
광주,동구,고가도로위,5,1,12,5,7,0
광주,동구,기타단일로,289,7,420,84,323,13
광주,동구,교차로내,165,2,310,45,259,6
광주,동구,교차로횡단보도내,21,1,22,10,12,0
광주,동구,교차로부근,49,1,85,12,72,1
광주,동구,주차장,2,0,2,1,1,0
광주,동구,기타,34,0,40,9,31,0
광주,서구,터널안,1,0,1,0,1,0
광주,서구,교량위,10,0,20,0,20,0
광주,서구,고가도로위,2,0,2,0,2,0
광주,서구,지하차도(도로)내,3,0,3,1,1,1
광주,서구,기타단일로,932,15,1372,167,1163,42
광주,서구,교차로내,585,3,1019,119,876,24
광주,서구,교차로횡단보도내,53,2,53,28,23,2
광주,서구,교차로부근,314,5,521,47,462,12
광주,서구,주차장,5,0,6,1,5,0
광주,서구,기타,6,0,7,0,7,0
광주,서구,불명,1,0,1,1,0,0
광주,북구,교량위,15,1,37,3,34,0
광주,북구,고가도로위,10,0,17,6,11,0
광주,북구,지하차도(도로)내,6,0,7,0,7,0
광주,북구,기타단일로,1106,18,1698,183,1466,49
광주,북구,교차로내,690,6,1242,160,1045,37
광주,북구,교차로횡단보도내,56,3,59,20,39,0
광주,북구,교차로부근,325,5,492,48,432,12
광주,북구,주차장,7,0,7,2,5,0
광주,북구,기타,33,1,37,5,30,2
광주,북구,불명,1,0,1,1,0,0
광주,광산구,터널안,11,0,15,5,9,1
광주,광산구,교량위,26,1,52,4,48,0
광주,광산구,고가도로위,4,1,5,1,3,1
광주,광산구,지하차도(도로)내,10,1,17,3,13,1
광주,광산구,기타단일로,777,14,1160,162,971,27
광주,광산구,교차로내,596,8,1039,178,830,31
광주,광산구,교차로횡단보도내,75,0,90,28,60,2
광주,광산구,교차로부근,382,6,607,58,540,9
광주,광산구,주차장,12,0,14,1,12,1
광주,광산구,기타,64,3,88,7,81,0
광주,남구,터널안,1,0,1,0,1,0
광주,남구,교량위,1,0,1,0,1,0
광주,남구,고가도로위,5,0,7,0,7,0
광주,남구,기타단일로,375,10,582,98,459,25
광주,남구,교차로내,212,2,385,54,312,19
광주,남구,교차로횡단보도내,41,0,45,20,24,1
광주,남구,교차로부근,133,3,206,17,183,6
광주,남구,주차장,4,0,5,0,5,0
광주,남구,기타,29,0,37,6,29,2
광주,남구,불명,7,0,9,2,6,1
대전,동구,터널안,5,0,9,1,8,0
대전,동구,교량위,4,0,7,2,5,0
대전,동구,고가도로위,2,0,3,0,2,1
대전,동구,지하차도(도로)내,2,0,2,1,1,0
대전,동구,기타단일로,551,18,745,171,567,7
대전,동구,교차로내,306,2,470,101,363,6
대전,동구,교차로횡단보도내,50,1,51,25,25,1
대전,동구,교차로부근,156,3,248,44,204,0
대전,동구,주차장,5,0,6,0,6,0
대전,동구,기타,12,1,17,2,15,0
대전,동구,불명,1,0,1,0,1,0
대전,중구,터널안,1,0,1,0,0,1
대전,중구,교량위,10,2,16,1,14,1
대전,중구,고가도로위,6,0,9,4,5,0
대전,중구,지하차도(도로)내,4,0,9,5,4,0
대전,중구,기타단일로,551,9,786,180,588,18
대전,중구,교차로내,374,1,606,138,463,5
대전,중구,교차로횡단보도내,68,0,73,42,30,1
대전,중구,교차로부근,184,1,279,57,219,3
대전,중구,주차장,3,0,3,0,2,1
대전,중구,기타,4,0,4,1,3,0
대전,서구,터널안,5,0,9,2,7,0
대전,서구,교량위,21,0,37,3,34,0
대전,서구,고가도로위,2,0,2,1,1,0
대전,서구,지하차도(도로)내,18,0,41,5,36,0
대전,서구,기타단일로,1036,10,1480,230,1204,46
대전,서구,교차로내,736,5,1250,229,998,23
대전,서구,교차로횡단보도내,128,2,144,49,91,4
대전,서구,교차로부근,437,3,646,95,531,20
대전,서구,주차장,22,0,28,3,25,0
대전,서구,기타,35,0,38,13,24,1
대전,유성구,터널안,3,0,7,0,7,0
대전,유성구,교량위,9,0,11,1,10,0
대전,유성구,고가도로위,5,0,13,2,6,5
대전,유성구,지하차도(도로)내,8,0,16,5,10,1
대전,유성구,기타단일로,882,7,1427,220,1128,79
대전,유성구,교차로내,571,2,955,194,728,33
대전,유성구,교차로횡단보도내,48,0,53,14,39,0
대전,유성구,교차로부근,315,1,532,72,429,31
대전,유성구,주차장,7,0,10,2,8,0
대전,유성구,기타,35,0,40,5,35,0
대전,대덕구,터널안,1,0,1,0,1,0
대전,대덕구,교량위,7,0,15,2,12,1
대전,대덕구,고가도로위,4,0,7,1,6,0
대전,대덕구,기타단일로,553,12,829,146,610,73
대전,대덕구,교차로내,310,2,437,93,321,23
대전,대덕구,교차로횡단보도내,63,2,69,26,38,5
대전,대덕구,교차로부근,177,2,316,40,254,22
대전,대덕구,주차장,12,0,14,3,11,0
대전,대덕구,기타,18,0,26,5,20,1
울산,중구,교량위,5,0,5,1,4,0
울산,중구,고가도로위,1,0,2,0,2,0
울산,중구,지하차도(도로)내,1,0,1,0,1,0
울산,중구,기타단일로,434,7,605,172,383,50
울산,중구,교차로내,307,0,431,133,251,47
울산,중구,교차로횡단보도내,40,1,41,20,18,3
울산,중구,교차로부근,97,0,150,32,106,12
울산,중구,주차장,6,0,8,3,4,1
울산,중구,기타,10,0,12,3,8,1
울산,남구,교량위,7,1,9,3,6,0
울산,남구,고가도로위,1,0,2,1,0,1
울산,남구,지하차도(도로)내,3,1,3,0,3,0
울산,남구,기타단일로,514,6,756,233,488,35
울산,남구,교차로내,433,2,656,207,430,19
울산,남구,교차로횡단보도내,44,1,48,19,29,0
울산,남구,교차로부근,301,5,444,107,325,12
울산,남구,주차장,6,0,6,2,4,0
울산,남구,기타,44,0,55,8,46,1
울산,동구,터널안,3,0,12,2,10,0
울산,동구,고가도로위,1,0,2,1,1,0
울산,동구,지하차도(도로)내,1,0,1,0,1,0
울산,동구,기타단일로,153,6,180,61,116,3
울산,동구,교차로내,194,2,240,78,161,1
울산,동구,교차로횡단보도내,22,0,23,12,11,0
울산,동구,교차로부근,84,1,122,44,78,0
울산,동구,주차장,4,0,5,2,3,0
울산,동구,기타,7,0,8,5,3,0
울산,동구,불명,1,0,1,0,0,1
울산,북구,터널안,3,0,7,0,7,0
울산,북구,교량위,14,0,21,9,8,4
울산,북구,고가도로위,2,0,6,1,5,0
울산,북구,기타단일로,290,2,444,121,293,30
울산,북구,교차로내,209,2,304,95,184,25
울산,북구,교차로횡단보도내,27,0,32,15,15,2
울산,북구,교차로부근,78,1,119,33,78,8
울산,북구,기타,9,0,13,4,9,0
울산,울주군,터널안,1,0,5,0,5,0
울산,울주군,교량위,7,0,12,7,5,0
울산,울주군,고가도로위,3,1,6,2,3,1
울산,울주군,지하차도(도로)내,1,0,2,0,1,1
울산,울주군,기타단일로,489,16,704,230,412,62
울산,울주군,교차로내,250,3,396,96,253,47
울산,울주군,교차로횡단보도내,18,1,22,9,11,2
울산,울주군,교차로부근,121,5,175,49,104,22
울산,울주군,주차장,2,0,3,0,3,0
울산,울주군,기타,15,0,26,11,15,0
울산,울주군,불명,2,0,2,0,2,0
세종,세종,터널안,5,0,8,1,6,1
세종,세종,교량위,7,1,12,0,12,0
세종,세종,고가도로위,3,1,2,1,1,0
세종,세종,지하차도(도로)내,4,1,6,4,2,0
세종,세종,기타단일로,297,11,453,115,324,14
세종,세종,교차로내,221,2,331,99,215,17
세종,세종,교차로횡단보도내,30,0,34,7,24,3
세종,세종,교차로부근,144,1,219,33,183,3
세종,세종,주차장,5,0,7,1,6,0
세종,세종,기타,30,1,35,11,22,2
