시도,시군구,사고유형대분류,사고유형,발생건수,사망자수,부상자수,중상,경상,부상신고
경기,파주시,차대차,추돌,294,6,541,80,421,40
경기,파주시,차대차,기타,230,1,338,47,248,43
경기,파주시,차량단독,전도,17,1,17,6,8,3
경기,파주시,차량단독,전도전복,12,3,13,6,5,2
경기,파주시,차량단독,공작물충돌,37,3,49,18,26,5
경기,파주시,차량단독,도로이탈,2,0,2,1,0,1
경기,파주시,차량단독,도로이탈,1,0,1,0,1,0
경기,파주시,차량단독,기타,26,1,26,9,12,5
경기,고양시,차대사람,횡단중,403,12,435,206,187,42
경기,고양시,차대사람,차도통행중,26,0,28,13,10,5
경기,고양시,차대사람,길가장자리구역통행중,15,0,15,1,11,3
경기,고양시,차대사람,보도통행중,15,0,16,4,8,4
경기,고양시,차대사람,기타,191,5,193,71,103,19
경기,고양시,차대차,정면충돌,122,2,215,57,144,14
경기,고양시,차대차,측면충돌,1213,4,1968,359,1446,163
경기,고양시,차대차,후진중충돌,32,0,39,3,35,1
경기,고양시,차대차,추돌,700,6,1348,207,1064,77
경기,고양시,차대차,기타,725,3,1067,189,782,96
경기,고양시,차량단독,전도,11,1,11,3,4,4
경기,고양시,차량단독,전도전복,29,3,31,13,10,8
경기,고양시,차량단독,공작물충돌,28,4,37,16,13,8
경기,고양시,차량단독,도로이탈,2,0,2,0,2,0
경기,고양시,차량단독,기타,81,0,96,18,70,8
경기,광주시,차대사람,횡단중,133,5,140,62,74,4
경기,광주시,차대사람,차도통행중,25,0,26,16,10,0
경기,광주시,차대사람,길가장자리구역통행중,22,1,22,6,14,2
경기,광주시,차대사람,보도통행중,17,1,18,7,11,0
경기,광주시,차대사람,기타,116,4,115,31,78,6
경기,광주시,차대차,정면충돌,62,1,116,28,79,9
경기,광주시,차대차,측면충돌,519,7,844,131,674,39
경기,광주시,차대차,후진중충돌,21,0,40,0,34,6
경기,광주시,차대차,추돌,300,3,613,91,483,39
경기,광주시,차대차,기타,123,0,173,37,130,6
경기,광주시,차량단독,전도,9,0,12,5,5,2
경기,광주시,차량단독,전도전복,8,0,8,5,2,1
경기,광주시,차량단독,공작물충돌,12,0,16,6,9,1
경기,광주시,차량단독,도로이탈,1,0,1,0,1,0
경기,광주시,차량단독,기타,26,0,29,8,19,2
경기,연천군,차대사람,횡단중,26,2,25,15,10,0
경기,연천군,차대사람,차도통행중,1,0,1,1,0,0
경기,연천군,차대사람,길가장자리구역통행중,1,0,1,1,0,0
경기,연천군,차대사람,기타,15,0,18,7,10,1
경기,연천군,차대차,정면충돌,19,0,44,20,23,1
경기,연천군,차대차,측면충돌,95,2,189,50,132,7
경기,연천군,차대차,추돌,36,0,68,24,38,6
경기,연천군,차대차,기타,15,0,23,6,15,2
경기,연천군,차량단독,전도,1,0,1,1,0,0
경기,연천군,차량단독,전도전복,5,2,8,2,6,0
경기,연천군,차량단독,공작물충돌,2,0,2,0,2,0
경기,연천군,차량단독,도로이탈,1,1,0,0,0,0
경기,연천군,차량단독,기타,1,0,1,0,1,0
경기,포천시,차대사람,횡단중,87,8,80,45,30,5
경기,포천시,차대사람,차도통행중,7,3,6,2,3,1
경기,포천시,차대사람,길가장자리구역통행중,6,1,6,2,3,1
경기,포천시,차대사람,보도통행중,3,0,4,1,3,0
경기,포천시,차대사람,기타,27,0,27,17,8,2
경기,포천시,차대차,정면충돌,2,0,4,0,4,0
경기,포천시,차대차,측면충돌,401,3,735,175,473,87
경기,포천시,차대차,후진중충돌,10,0,17,1,13,3
경기,포천시,차대차,추돌,187,1,431,80,291,60
경기,포천시,차대차,기타,115,1,169,38,105,26
경기,포천시,차량단독,전도,20,5,19,13,5,1
경기,포천시,차량단독,전도전복,6,2,6,4,0,2
경기,포천시,차량단독,공작물충돌,12,2,16,9,3,4
경기,포천시,차량단독,도로이탈,1,0,4,0,0,4
경기,포천시,차량단독,기타,9,3,7,2,5,0
경기,가평군,차대사람,횡단중,35,4,32,17,10,5
경기,가평군,차대사람,차도통행중,2,0,2,0,1,1
경기,가평군,차대사람,길가장자리구역통행중,3,0,3,2,0,1
경기,가평군,차대사람,보도통행중,1,0,1,0,0,1
경기,가평군,차대사람,기타,18,0,20,4,12,4
경기,가평군,차대차,정면충돌,37,2,82,29,46,7
경기,가평군,차대차,측면충돌,143,3,257,46,181,30
경기,가평군,차대차,후진중충돌,5,0,7,3,4,0
경기,가평군,차대차,추돌,82,2,185,17,144,24
경기,가평군,차대차,기타,75,1,136,29,103,4
경기,가평군,차량단독,전도,14,0,15,7,7,1
경기,가평군,차량단독,전복,1,0,1,0,1,0
경기,가평군,차량단독,전도전복,3,1,2,1,1,0
경기,가평군,차량단독,공작물충돌,5,1,8,0,7,1
경기,가평군,차량단독,도로이탈,1,0,3,1,2,0
경기,가평군,차량단독,기타,7,1,9,2,5,2
경기,양평군,차대사람,횡단중,27,1,27,21,5,1
경기,양평군,차대사람,차도통행중,3,1,2,0,1,1
경기,양평군,차대사람,길가장자리구역통행중,4,0,4,2,2,0
경기,양평군,차대사람,보도통행중,4,0,4,0,1,3
경기,양평군,차대사람,기타,38,0,38,21,10,7
경기,양평군,차대차,정면충돌,46,3,81,22,55,4
경기,양평군,차대차,측면충돌,93,2,159,43,101,15
경기,양평군,차대차,후진중충돌,5,0,7,4,3,0
경기,양평군,차대차,추돌,103,1,190,35,146,9
경기,양평군,차대차,기타,180,3,288,62,170,56
경기,양평군,차량단독,전도,1,0,1,0,0,1
경기,양평군,차량단독,전복,1,0,1,1,0,0
경기,양평군,차량단독,전도전복,8,2,9,4,0,5
경기,양평군,차량단독,공작물충돌,17,6,17,8,6,3
경기,양평군,차량단독,도로이탈,2,0,4,1,1,2
경기,양평군,차량단독,도로이탈,1,0,1,0,1,0
경기,양평군,차량단독,기타,6,1,6,1,4,1
경기,이천시,차대사람,횡단중,104,3,105,54,47,4
경기,이천시,차대사람,차도통행중,10,0,10,7,3,0
경기,이천시,차대사람,길가장자리구역통행중,13,0,13,2,9,2
경기,이천시,차대사람,보도통행중,4,0,4,0,4,0
경기,이천시,차대사람,기타,57,3,54,22,27,5
경기,이천시,차대차,정면충돌,278,8,476,78,374,24
경기,이천시,차대차,측면충돌,192,2,312,52,251,9
경기,이천시,차대차,후진중충돌,8,0,10,2,8,0
경기,이천시,차대차,추돌,164,3,353,37,293,23
경기,이천시,차대차,기타,151,7,201,43,148,10
경기,이천시,차량단독,전도,12,1,12,2,7,3
경기,이천시,차량단독,전복,1,0,1,0,0,1
경기,이천시,차량단독,전도전복,8,1,12,6,6,0
경기,이천시,차량단독,공작물충돌,17,4,18,5,8,5
경기,이천시,차량단독,도로이탈,4,1,3,1,1,1
경기,이천시,차량단독,기타,5,0,6,1,2,3
경기,용인시,차대사람,횡단중,365,12,371,188,145,38
경기,용인시,차대사람,차도통행중,33,1,34,9,20,5
경기,용인시,차대사람,길가장자리구역통행중,14,0,14,5,5,4
경기,용인시,차대사람,보도통행중,24,1,25,13,10,2
경기,용인시,차대사람,기타,125,2,126,46,65,15
경기,용인시,차대차,정면충돌,190,5,334,71,221,42
경기,용인시,차대차,측면충돌,1020,8,1705,355,1120,230
경기,용인시,차대차,후진중충돌,21,0,28,1,20,7
경기,용인시,차대차,추돌,563,3,1234,210,842,182
경기,용인시,차대차,기타,554,6,1008,182,693,133
경기,용인시,차량단독,전도,7,0,11,4,5,2
경기,용인시,차량단독,전복,1,1,0,0,0,0
경기,용인시,차량단독,전도전복,34,1,49,18,13,18
경기,용인시,차량단독,공작물충돌,34,4,42,11,17,14
경기,용인시,차량단독,도로이탈,1,0,1,1,0,0
경기,용인시,차량단독,기타,46,2,44,21,19,4
경기,안성시,차대사람,횡단중,78,3,78,37,37,4
경기,안성시,차대사람,차도통행중,9,3,8,4,4,0
경기,안성시,차대사람,길가장자리구역통행중,9,0,9,3,6,0
경기,안성시,차대사람,보도통행중,3,0,3,1,2,0
경기,안성시,차대사람,기타,46,5,43,20,20,3
경기,안성시,차대차,정면충돌,124,3,220,51,153,16
경기,안성시,차대차,측면충돌,309,4,597,125,419,53
경기,안성시,차대차,후진중충돌,7,1,7,0,7,0
경기,안성시,차대차,추돌,192,4,402,85,299,18
경기,안성시,차대차,기타,173,2,318,51,231,36
경기,안성시,차량단독,전도,2,0,3,3,0,0
경기,안성시,차량단독,전복,1,0,2,1,0,1
경기,안성시,차량단독,전도전복,19,1,33,9,23,1
경기,안성시,차량단독,공작물충돌,10,0,12,5,7,0
경기,안성시,차량단독,기타,15,1,16,10,5,1
경기,김포시,차대사람,횡단중,153,7,151,78,61,12
경기,김포시,차대사람,차도통행중,10,0,11,1,9,1
경기,김포시,차대사람,길가장자리구역통행중,5,1,4,0,4,0
경기,김포시,차대사람,보도통행중,4,0,4,1,3,0
경기,김포시,차대사람,기타,73,2,72,32,33,7
경기,김포시,차대차,정면충돌,115,1,188,45,120,23
경기,김포시,차대차,측면충돌,479,3,800,189,536,75
경기,김포시,차대차,후진중충돌,14,0,21,1,20,0
경기,김포시,차대차,추돌,203,2,394,69,310,15
경기,김포시,차대차,기타,392,6,590,141,410,39
경기,김포시,차량단독,전도,7,1,6,4,2,0
경기,김포시,차량단독,전도전복,13,2,23,11,9,3
경기,김포시,차량단독,공작물충돌,7,0,8,1,7,0
경기,김포시,차량단독,도로이탈,1,0,1,1,0,0
경기,김포시,차량단독,기타,39,1,39,20,18,1
경기,동두천시,차대사람,횡단중,67,5,66,45,18,3
경기,동두천시,차대사람,차도통행중,8,1,7,4,3,0
경기,동두천시,차대사람,길가장자리구역통행중,3,1,2,2,0,0
경기,동두천시,차대사람,보도통행중,2,0,2,1,1,0
경기,동두천시,차대사람,기타,14,1,13,5,7,1
경기,동두천시,차대차,정면충돌,27,1,56,16,40,0
경기,동두천시,차대차,측면충돌,156,0,242,67,162,13
경기,동두천시,차대차,후진중충돌,2,0,2,1,1,0
경기,동두천시,차대차,추돌,51,0,99,20,73,6
경기,동두천시,차대차,기타,42,1,55,15,35,5
경기,동두천시,차량단독,전도,2,0,6,2,0,4
경기,동두천시,차량단독,기타,8,0,9,3,5,1
경기,과천시,차대사람,횡단중,14,0,16,8,6,2
경기,과천시,차대사람,차도통행중,5,1,4,2,1,1
경기,과천시,차대사람,길가장자리구역통행중,2,0,2,1,1,0
경기,과천시,차대사람,보도통행중,4,0,5,3,2,0
경기,과천시,차대사람,기타,14,1,15,6,8,1
경기,과천시,차대차,정면충돌,11,0,18,6,12,0
경기,과천시,차대차,측면충돌,52,1,88,14,64,10
경기,과천시,차대차,후진중충돌,3,0,4,0,2,2
경기,과천시,차대차,추돌,66,0,175,25,130,20
경기,과천시,차대차,기타,45,0,77,13,55,9
경기,과천시,차량단독,전도,2,0,2,1,1,0
경기,과천시,차량단독,공작물충돌,2,0,3,1,2,0
경기,과천시,차량단독,도로이탈,1,0,1,0,1,0
경기,과천시,차량단독,기타,6,0,8,2,5,1
경기,군포시,차대사람,횡단중,107,6,108,56,46,6
경기,군포시,차대사람,차도통행중,6,0,6,3,3,0
경기,군포시,차대사람,길가장자리구역통행중,11,0,11,3,7,1
경기,군포시,차대사람,보도통행중,2,0,2,0,2,0
경기,군포시,차대사람,기타,64,2,64,20,39,5
경기,군포시,차대차,정면충돌,41,0,82,18,58,6
경기,군포시,차대차,측면충돌,200,1,322,51,224,47
경기,군포시,차대차,후진중충돌,5,0,7,1,5,1
경기,군포시,차대차,추돌,97,2,194,22,147,25
경기,군포시,차대차,기타,140,2,202,43,134,25
경기,군포시,차량단독,전도,2,0,2,1,0,1
경기,군포시,차량단독,전도전복,4,0,4,1,1,2
경기,군포시,차량단독,공작물충돌,7,1,8,0,4,4
경기,군포시,차량단독,기타,12,0,14,7,6,1
경기,남양주시,차대사람,횡단중,302,10,306,132,156,18
경기,남양주시,차대사람,차도통행중,7,0,7,4,2,1
경기,남양주시,차대사람,길가장자리구역통행중,9,0,9,6,3,0
경기,남양주시,차대사람,보도통행중,12,0,13,1,9,3
경기,남양주시,차대사람,기타,145,2,156,53,85,18
경기,남양주시,차대차,정면충돌,8,0,13,3,10,0
경기,남양주시,차대차,측면충돌,558,5,931,163,674,94
경기,남양주시,차대차,후진중충돌,24,0,36,4,29,3
경기,남양주시,차대차,추돌,383,2,771,106,613,52
경기,남양주시,차대차,기타,760,14,1197,222,879,96
경기,남양주시,차량단독,전도,7,1,13,5,2,6
경기,남양주시,차량단독,전도전복,32,2,40,9,21,10
경기,남양주시,차량단독,공작물충돌,17,0,18,3,7,8
경기,남양주시,차량단독,도로이탈,1,0,1,1,0,0
경기,남양주시,차량단독,기타,38,0,43,9,31,3
경기,오산시,차대사람,횡단중,113,3,115,69,41,5
경기,오산시,차대사람,차도통행중,11,0,11,2,7,2
경기,오산시,차대사람,길가장자리구역통행중,2,0,2,1,1,0
경기,오산시,차대사람,보도통행중,2,0,6,3,3,0
경기,오산시,차대사람,기타,55,1,57,20,33,4
경기,오산시,차대차,정면충돌,23,0,59,10,43,6
경기,오산시,차대차,측면충돌,342,5,543,135,372,36
경기,오산시,차대차,후진중충돌,7,0,9,1,8,0
경기,오산시,차대차,추돌,127,0,268,40,192,36
경기,오산시,차대차,기타,155,2,232,47,161,24
경기,오산시,차량단독,전도,1,0,1,0,0,1
경기,오산시,차량단독,전도전복,7,0,7,0,6,1
경기,오산시,차량단독,공작물충돌,12,1,15,5,4,6
경기,오산시,차량단독,기타,9,1,13,1,12,0
경기,의왕시,차대사람,횡단중,48,2,51,27,21,3
경기,의왕시,차대사람,차도통행중,4,0,4,1,3,0
경기,의왕시,차대사람,길가장자리구역통행중,6,0,6,3,3,0
경기,의왕시,차대사람,보도통행중,4,0,5,3,2,0
경기,의왕시,차대사람,기타,27,0,27,11,12,4
경기,의왕시,차대차,정면충돌,41,0,63,17,42,4
경기,의왕시,차대차,측면충돌,132,2,197,38,147,12
경기,의왕시,차대차,후진중충돌,5,0,6,2,4,0
경기,의왕시,차대차,추돌,103,1,210,30,150,30
경기,의왕시,차대차,기타,79,0,126,27,92,7
경기,의왕시,차량단독,전도,2,0,3,2,0,1
경기,의왕시,차량단독,전도전복,3,0,3,0,1,2
경기,의왕시,차량단독,공작물충돌,5,0,6,2,0,4
경기,의왕시,차량단독,기타,11,0,14,4,9,1
경기,하남시,차대사람,횡단중,83,3,85,33,46,6
경기,하남시,차대사람,차도통행중,4,0,4,0,4,0
경기,하남시,차대사람,길가장자리구역통행중,2,0,2,1,0,1
경기,하남시,차대사람,보도통행중,5,0,5,4,0,1
경기,하남시,차대사람,기타,41,0,44,19,23,2
경기,하남시,차대차,정면충돌,172,6,280,69,187,24
경기,하남시,차대차,측면충돌,161,1,250,45,183,22
경기,하남시,차대차,후진중충돌,11,0,13,0,12,1
경기,하남시,차대차,추돌,123,2,237,31,170,36
경기,하남시,차대차,기타,137,0,194,26,144,24
경기,하남시,차량단독,전도,8,0,8,2,1,5
경기,하남시,차량단독,전도전복,2,0,16,3,13,0
경기,하남시,차량단독,공작물충돌,10,2,10,2,4,4
경기,하남시,차량단독,기타,7,0,8,4,3,1
강원,춘천시,차대사람,횡단중,181,11,178,65,107,6
강원,춘천시,차대사람,차도통행중,23,4,20,7,12,1
강원,춘천시,차대사람,길가장자리구역통행중,25,1,24,5,17,2
강원,춘천시,차대사람,보도통행중,11,0,13,5,7,1
강원,춘천시,차대사람,기타,55,1,58,17,37,4
강원,춘천시,차대차,정면충돌,66,1,111,10,94,7
강원,춘천시,차대차,측면충돌,813,5,1292,188,1014,90
강원,춘천시,차대차,후진중충돌,19,0,23,4,16,3
강원,춘천시,차대차,추돌,306,2,682,50,587,45
강원,춘천시,차대차,기타,138,0,195,23,165,7
강원,춘천시,차량단독,전도,5,0,6,2,3,1
강원,춘천시,차량단독,전도전복,9,2,10,6,3,1
강원,춘천시,차량단독,공작물충돌,14,3,18,9,6,3
강원,춘천시,차량단독,도로이탈,2,1,2,1,0,1
강원,춘천시,차량단독,도로이탈,2,0,2,1,1,0
강원,춘천시,차량단독,기타,17,1,16,7,9,0
강원,원주시,차대사람,횡단중,282,7,296,129,148,19
강원,원주시,차대사람,차도통행중,18,0,19,7,11,1
강원,원주시,차대사람,길가장자리구역통행중,19,0,20,2,13,5
강원,원주시,차대사람,보도통행중,11,0,14,3,5,6
강원,원주시,차대사람,기타,60,2,64,16,45,3
강원,원주시,차대차,정면충돌,78,2,161,28,119,14
강원,원주시,차대차,측면충돌,1136,10,1869,327,1447,95
강원,원주시,차대차,후진중충돌,24,0,34,1,29,4
강원,원주시,차대차,추돌,421,3,810,134,630,46
강원,원주시,차대차,기타,96,2,145,27,104,14
강원,원주시,차량단독,전도,15,1,37,19,13,5
강원,원주시,차량단독,전복,1,0,1,1,0,0
강원,원주시,차량단독,전도전복,14,5,11,7,3,1
강원,원주시,차량단독,공작물충돌,14,1,24,9,10,5
강원,원주시,차량단독,도로이탈,4,2,5,2,3,0
강원,원주시,차량단독,기타,12,0,12,5,6,1
강원,동해시,차대사람,횡단중,69,2,69,34,33,2
강원,동해시,차대사람,차도통행중,6,0,6,2,4,0
강원,동해시,차대사람,길가장자리구역통행중,8,0,8,2,6,0
강원,동해시,차대사람,보도통행중,4,0,4,1,1,2
강원,동해시,차대사람,기타,28,1,31,11,20,0
강원,동해시,차대차,정면충돌,10,0,19,6,13,0
강원,동해시,차대차,측면충돌,215,2,332,63,267,2
강원,동해시,차대차,후진중충돌,4,0,5,1,4,0
강원,동해시,차대차,추돌,69,1,144,13,131,0
강원,동해시,차대차,기타,31,0,45,9,36,0
강원,동해시,차량단독,전도,1,0,1,1,0,0
강원,동해시,차량단독,공작물충돌,3,1,6,3,3,0
강원,동해시,차량단독,기타,3,0,3,2,1,0
강원,강릉시,차대사람,횡단중,152,8,150,66,81,3
강원,강릉시,차대사람,차도통행중,9,1,8,3,5,0
강원,강릉시,차대사람,길가장자리구역통행중,5,0,5,3,2,0
강원,강릉시,차대사람,보도통행중,2,0,2,2,0,0
강원,강릉시,차대사람,기타,50,3,49,17,31,1
강원,강릉시,차대차,정면충돌,74,1,134,35,99,0
강원,강릉시,차대차,측면충돌,427,5,704,111,588,5
강원,강릉시,차대차,후진중충돌,10,0,12,0,12,0
강원,강릉시,차대차,추돌,164,2,352,42,307,3
강원,강릉시,차대차,기타,101,0,172,33,136,3
강원,강릉시,차량단독,전도,13,3,19,6,13,0
강원,강릉시,차량단독,전복,1,0,2,1,1,0
강원,강릉시,차량단독,전도전복,1,0,1,0,1,0
강원,강릉시,차량단독,공작물충돌,8,2,12,3,9,0
강원,강릉시,차량단독,도로이탈,1,0,1,1,0,0
강원,강릉시,차량단독,기타,10,1,9,4,5,0
강원,속초시,차대사람,횡단중,67,1,69,36,32,1
강원,속초시,차대사람,차도통행중,10,1,9,4,5,0
강원,속초시,차대사람,길가장자리구역통행중,11,0,11,4,7,0
강원,속초시,차대사람,보도통행중,3,0,3,2,1,0
강원,속초시,차대사람,기타,11,0,11,3,8,0
강원,속초시,차대차,정면충돌,7,0,12,3,5,4
강원,속초시,차대차,측면충돌,245,0,416,67,342,7
강원,속초시,차대차,후진중충돌,16,0,28,2,26,0
강원,속초시,차대차,추돌,69,2,156,27,127,2
강원,속초시,차대차,기타,17,1,27,2,24,1
강원,속초시,차량단독,전도전복,1,0,1,0,1,0
강원,속초시,차량단독,공작물충돌,2,0,3,0,3,0
강원,속초시,차량단독,기타,1,0,2,0,2,0
강원,태백시,차대사람,횡단중,23,0,23,7,13,3
강원,태백시,차대사람,차도통행중,1,0,1,0,1,0
강원,태백시,차대사람,보도통행중,1,0,1,0,1,0
강원,태백시,차대사람,기타,10,2,9,5,4,0
강원,태백시,차대차,측면충돌,84,0,163,26,127,10
강원,태백시,차대차,추돌,21,0,40,5,32,3
강원,태백시,차대차,기타,6,0,7,3,4,0
강원,태백시,차량단독,전도,4,1,5,1,3,1
강원,태백시,차량단독,공작물충돌,6,3,13,3,9,1
강원,삼척시,차대사람,횡단중,28,0,32,12,20,0
강원,삼척시,차대사람,차도통행중,6,0,6,1,5,0
강원,삼척시,차대사람,길가장자리구역통행중,3,0,4,1,3,0
강원,삼척시,차대사람,보도통행중,4,0,4,1,3,0
강원,삼척시,차대사람,기타,6,0,6,2,4,0
강원,삼척시,차대차,정면충돌,23,0,42,16,26,0
강원,삼척시,차대차,측면충돌,176,3,299,72,221,6
강원,삼척시,차대차,후진중충돌,8,0,11,4,7,0
강원,삼척시,차대차,추돌,64,1,145,26,110,9
강원,삼척시,차대차,기타,8,0,9,3,6,0
강원,삼척시,차량단독,전도,12,1,13,7,5,1
강원,삼척시,차량단독,전복,2,0,5,3,2,0
강원,삼척시,차량단독,전도전복,3,0,8,3,5,0
강원,삼척시,차량단독,공작물충돌,13,3,23,8,14,1
강원,삼척시,차량단독,도로이탈,3,1,2,1,1,0
강원,삼척시,차량단독,도로이탈,3,1,3,0,3,0
강원,삼척시,차량단독,기타,1,0,1,0,1,0
강원,홍천군,차대사람,횡단중,41,1,43,19,24,0
강원,홍천군,차대사람,차도통행중,7,0,7,1,5,1
강원,홍천군,차대사람,길가장자리구역통행중,8,0,8,5,3,0
강원,홍천군,차대사람,기타,12,1,15,7,8,0
강원,홍천군,차대차,정면충돌,73,3,147,37,105,5
강원,홍천군,차대차,측면충돌,65,1,110,27,81,2
강원,홍천군,차대차,후진중충돌,2,1,1,0,1,0
강원,홍천군,차대차,추돌,48,1,115,29,80,6
강원,홍천군,차대차,기타,61,0,83,14,67,2
강원,홍천군,차량단독,전도,16,1,22,10,10,2
강원,홍천군,차량단독,전복,1,1,0,0,0,0
강원,홍천군,차량단독,전도전복,4,0,7,5,2,0
강원,홍천군,차량단독,공작물충돌,12,0,13,6,6,1
강원,홍천군,차량단독,도로이탈,2,2,0,0,0,0
강원,홍천군,차량단독,기타,4,1,4,4,0,0
강원,횡성군,차대사람,횡단중,11,1,10,7,3,0
강원,횡성군,차대사람,차도통행중,4,2,2,1,1,0
강원,횡성군,차대사람,길가장자리구역통행중,2,1,1,0,1,0
강원,횡성군,차대사람,기타,9,0,9,3,3,3
강원,횡성군,차대차,정면충돌,12,1,24,12,12,0
강원,횡성군,차대차,측면충돌,72,1,114,37,71,6
강원,횡성군,차대차,후진중충돌,4,0,4,0,4,0
강원,횡성군,차대차,추돌,31,3,76,22,46,8
강원,횡성군,차대차,기타,21,1,30,8,21,1
강원,횡성군,차량단독,전도,3,0,3,2,0,1
강원,횡성군,차량단독,전도전복,4,1,4,3,0,1
강원,횡성군,차량단독,공작물충돌,5,1,13,5,8,0
강원,횡성군,차량단독,도로이탈,1,0,1,0,1,0
강원,횡성군,차량단독,기타,3,0,4,1,3,0
강원,영월군,차대사람,횡단중,20,2,18,12,4,2
강원,영월군,차대사람,차도통행중,1,0,1,0,0,1
강원,영월군,차대사람,길가장자리구역통행중,2,0,2,1,0,1
강원,영월군,차대사람,기타,10,2,8,4,2,2
강원,영월군,차대차,정면충돌,10,0,17,4,11,2
강원,영월군,차대차,측면충돌,79,1,137,33,56,48
강원,영월군,차대차,후진중충돌,1,0,4,0,2,2
강원,영월군,차대차,추돌,29,0,60,12,22,26
강원,영월군,차대차,기타,13,0,24,4,9,11
강원,영월군,차량단독,전도,1,0,2,0,0,2
강원,영월군,차량단독,전복,1,0,1,0,0,1
강원,영월군,차량단독,전도전복,2,1,2,1,1,0
강원,영월군,차량단독,공작물충돌,4,0,5,2,1,2
강원,영월군,차량단독,도로이탈,5,2,10,4,0,6
강원,영월군,차량단독,도로이탈,1,0,1,0,0,1
강원,영월군,차량단독,기타,4,1,7,3,3,1
강원,평창군,차대사람,횡단중,17,3,16,7,8,1
강원,평창군,차대사람,차도통행중,1,0,1,1,0,0
강원,평창군,차대사람,길가장자리구역통행중,5,0,5,3,2,0
강원,평창군,차대사람,기타,10,1,12,9,3,0
강원,평창군,차대차,정면충돌,34,2,96,31,65,0
강원,평창군,차대차,측면충돌,111,5,258,54,193,11
강원,평창군,차대차,후진중충돌,2,0,3,0,3,0
강원,평창군,차대차,추돌,64,5,196,49,136,11
강원,평창군,차대차,기타,15,0,19,6,13,0
강원,평창군,차량단독,전도,4,1,3,3,0,0
강원,평창군,차량단독,전복,1,1,0,0,0,0
강원,평창군,차량단독,전도전복,4,1,7,3,1,3
강원,평창군,차량단독,공작물충돌,13,3,20,12,8,0
강원,평창군,차량단독,도로이탈,3,0,4,1,3,0
강원,평창군,차량단독,기타,5,0,10,3,5,2
강원,정선군,차대사람,횡단중,12,1,12,8,4,0
강원,정선군,차대사람,차도통행중,3,2,1,0,1,0
강원,정선군,차대사람,길가장자리구역통행중,4,0,6,5,1,0
강원,정선군,차대사람,보도통행중,1,0,1,0,1,0
강원,정선군,차대사람,기타,11,0,12,4,8,0
강원,정선군,차대차,정면충돌,31,1,75,25,48,2
강원,정선군,차대차,측면충돌,62,0,100,26,74,0
강원,정선군,차대차,후진중충돌,2,0,3,0,3,0
강원,정선군,차대차,추돌,22,0,37,7,28,2
강원,정선군,차대차,기타,22,0,32,6,26,0
강원,정선군,차량단독,전도,6,0,8,5,2,1
강원,정선군,차량단독,전복,4,1,3,1,1,1
강원,정선군,차량단독,전도전복,2,0,2,2,0,0
강원,정선군,차량단독,공작물충돌,4,2,2,1,1,0
강원,정선군,차량단독,도로이탈,1,1,1,0,1,0
강원,정선군,차량단독,기타,2,1,1,1,0,0
강원,철원군,차대사람,횡단중,17,2,15,7,8,0
강원,철원군,차대사람,차도통행중,3,2,2,1,1,0
강원,철원군,차대사람,보도통행중,1,0,1,1,0,0
강원,철원군,차대사람,기타,5,0,5,3,2,0
강원,철원군,차대차,정면충돌,9,1,13,7,6,0
강원,철원군,차대차,측면충돌,99,5,186,98,86,2
강원,철원군,차대차,후진중충돌,3,0,5,1,4,0
강원,철원군,차대차,추돌,17,0,29,10,18,1
강원,철원군,차대차,기타,6,1,7,2,4,1
강원,철원군,차량단독,전도,6,1,10,6,4,0
강원,철원군,차량단독,전복,1,0,1,0,1,0
강원,철원군,차량단독,전도전복,3,2,1,1,0,0
강원,철원군,차량단독,공작물충돌,4,1,3,0,2,1
강원,철원군,차량단독,기타,1,0,1,0,1,0
강원,화천군,차대사람,횡단중,4,0,5,3,2,0
강원,화천군,차대사람,길가장자리구역통행중,1,0,1,0,1,0
강원,화천군,차대사람,기타,3,0,3,2,1,0
강원,화천군,차대차,정면충돌,14,0,28,15,13,0
강원,화천군,차대차,측면충돌,41,2,68,11,57,0
강원,화천군,차대차,후진중충돌,2,0,2,1,1,0
강원,화천군,차대차,추돌,8,0,10,4,6,0
강원,화천군,차대차,기타,5,0,8,2,6,0
강원,화천군,차량단독,전도,2,0,2,1,1,0
강원,화천군,차량단독,전도전복,1,0,1,1,0,0
강원,화천군,차량단독,공작물충돌,1,0,1,1,0,0
강원,화천군,차량단독,도로이탈,3,0,5,4,1,0
강원,양구군,차대사람,횡단중,11,0,11,6,5,0
강원,양구군,차대사람,차도통행중,1,0,1,1,0,0
강원,양구군,차대사람,길가장자리구역통행중,1,0,1,0,1,0
강원,양구군,차대사람,기타,3,0,3,1,2,0
강원,양구군,차대차,정면충돌,14,0,24,4,18,2
강원,양구군,차대차,측면충돌,35,0,70,18,47,5
강원,양구군,차대차,후진중충돌,1,0,1,1,0,0
강원,양구군,차대차,추돌,10,1,12,3,9,0
강원,양구군,차대차,기타,2,0,4,1,3,0
강원,양구군,차량단독,전도,6,1,16,5,9,2
강원,양구군,차량단독,전복,1,0,1,1,0,0
강원,양구군,차량단독,전도전복,1,1,0,0,0,0
강원,양구군,차량단독,공작물충돌,3,1,2,2,0,0
강원,양구군,차량단독,도로이탈,1,1,0,0,0,0
강원,양구군,차량단독,기타,1,0,1,0,0,1
강원,인제군,차대사람,횡단중,12,1,12,6,5,1
강원,인제군,차대사람,차도통행중,2,0,3,3,0,0
